EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
865101,ALACHUA CO.,KIRKWOOD,12/14/2019,353,Tornado, ,0,0,0,0,0,FL,EST-5, ,143415,C,1,JAX,0,0,Emergency Manager, ,0.2,45,1,E,2,ENE,KIRKWOOD,29.5329,-82.3071,29.5347,-82.3046,"Significant damage occurred to University of Florida recreational property at Lake Wauburg along the north shore. There were widespread downed trees, damaged watercrafts, broken docks and fences and the boat shelter was severely damaged.","On Friday, 13 December 2019, a warm front lifted and lingered across northeast Florida with surface dew points rising into the mid to upper 60s generally along and south of a line from St. Augustine to Gainesville. A strong upper level trough deepened across the central Gulf Coast region with a resultant surface low positioned over the northeast Gulf of Mexico coast just south of Panama City that evening around 10 pm EST. As the upper level trough axis started to lift and becoming positively tilted overnight into 14 December, the surface low edge farther east northeast and tracked over southeast Georgia then offshore of the local Atlantic coast through 4 am EST. The corridor of unstable low-level air remained across our southern Florida zones with surface-based CAPE values rising into the 1000-1300 J/kg range per LAPS analysis while aloft strong directional (0-6 km) bulk shear near the mid/upper level trough axis increased to 50-70 kts. The phased low-level instability, plentiful deep layer moisture and strong dynamical lift under the upper low and just south of the surface low spawned a couple of persistent supercells with long-lived mesocyclones.",19
860403,ST. JOHNS CO.,ELKTON,12/14/2019,505,Tornado, ,0,0,0,0,0,FL,EST-5, ,143415,C,109,JAX,0,0,NWS Storm Survey, ,0.25,325,0,NE,1,NE,ELKTON,29.7839,-81.4265,29.7855,-81.4236,"The tornado appeared to have touched down shortly after 5 am and tracked ENE from near the SW corner of Saint Ambrose Church Road and County Road 305 and ended just east of County Road 207. A trained storm spotter reported a tornado  on the ground near State Road 207 and County Road 305 in Elkton around 5:05 am. Tree debris, shingles and part of a tin roof were reported in trees and across the ground.  A kitchen and bath store in Elkton sustained major roof damage as well as damage to their supplies stored outdoors including solid surface countertops. The official NWS Storm Survey estimated peak winds around 85 mph (EF0) and reported road signs that were bent and/or twisted in Elkton. Metal roof panels were stripped off of a building and thrown over a fence. A door was also extracted from a building.","On Friday, 13 December 2019, a warm front lifted and lingered across northeast Florida with surface dew points rising into the mid to upper 60s generally along and south of a line from St. Augustine to Gainesville. A strong upper level trough deepened across the central Gulf Coast region with a resultant surface low positioned over the northeast Gulf of Mexico coast just south of Panama City that evening around 10 pm EST. As the upper level trough axis started to lift and becoming positively tilted overnight into 14 December, the surface low edge farther east northeast and tracked over southeast Georgia then offshore of the local Atlantic coast through 4 am EST. The corridor of unstable low-level air remained across our southern Florida zones with surface-based CAPE values rising into the 1000-1300 J/kg range per LAPS analysis while aloft strong directional (0-6 km) bulk shear near the mid/upper level trough axis increased to 50-70 kts. The phased low-level instability, plentiful deep layer moisture and strong dynamical lift under the upper low and just south of the surface low spawned a couple of persistent supercells with long-lived mesocyclones.",20
865207,TENSAS PAR.,ST JOSEPH LAKE,12/16/2019,1108,Tornado, ,0,0,0,4000,0,LA,CST-6, ,144132,C,107,JAN,0,0,NWS Storm Survey, ,0.52,200,7,E,8,E,ST JOSEPH LAKE,32.0226,-91.0938,32.0253,-91.0856,"This tornado began just west of the Mississippi River north of St. Joseph. The tornado damage was observed in the bluffs, east of the Mississippi River, snapping and uprooting numerous trees along the path. This is where the tornado was the strongest and widest, with nearly 105 mph winds. In addition, trees were uprooted along the Grand Gulf Road and Back Grand Gulf Road. In Grand Gulf Military Park, there was damage to a steeple at a historic church. Along the Mississippi River bluffs, the track was visible well to the northeast, with widespread tree damage in the distance. The forested area to the northeast was inaccessible in Claiborne County and into the Big Black River basin until it crossed into southern Warren County. Here the tornado crossed Allen Station Road, where widespread tree damage and minor roof damage occurred to mobile homes in a hunting camp. The tornado continued to track northeast before crossing Highway 61, where small limb damage was observed, and shortly lifting soon after. Maximum winds were 105 mph. Total path length was 11.75 miles. Max width was 600 yards in Claiborne County.","A well defined, positively-tilted trough existed across the Southern Plains and at the surface, a cold front was progressing across Arkansas and Louisiana, while an intensifying area of low pressure propagated northeast along the boundary. Discrete supercells developed in the morning on December 16 and moved northeast, spawning multiple strong tornadoes over northeast Louisiana and south Mississippi.",26
865210,WARREN CO.,NEWMAN,12/16/2019,1148,Tornado, ,0,0,0,2000,0,MS,CST-6, ,144130,C,149,JAN,0,0,NWS Storm Survey, ,3.8,50,5,WSW,2,W,NEWMAN,32.2043,-90.7831,32.2316,-90.7267,"This EF-1 tornado began in a wooded area along the Big Black River in far southeastern Warren County, tracking northeastward across the Big Black River and into Hinds County just south of the Mississippi Highway 27 bridge where some small trees and large tree branches were snapped. The tornado continued across rural western Hinds County producing EF-0 damage to small trees. It strengthened to high end EF-1 status as it approached Edwards, snapping utility poles and causing damage at a substation near Mt Moriah Road and Chicester Road. As the storm moved across the south side of Edwards, numerous trees were snapped along Staple Street, Ashcot Circle, Wither Street, and Royal Street. Several homes in this area sustained damage, some significant, due to falling trees. In addition, numerous homes sustained roof damage due to wind. The tornado tracked over the eastern side of downtown Edwards, causing additional roof and tree damage on Cemetery Road and along the I-20 frontage roads where it crossed east of the Edwards interchange. It then crossed Mississippi 22 near Gaddis Road and Bradley Road, Good Hope Road and Farr Road near Champion Hill, and finally lifted as it crossed Martin Road where it produced minor tree damage. Maximum winds were 110 mph. Total path length was 22.68 miles.","A well defined, positively-tilted trough existed across the Southern Plains and at the surface, a cold front was progressing across Arkansas and Louisiana, while an intensifying area of low pressure propagated northeast along the boundary. Discrete supercells developed in the morning on December 16 and moved northeast, spawning multiple strong tornadoes over northeast Louisiana and south Mississippi. These storms produced a total of 10 tornadoes.",31
870503,CALHOUN CO.,CALHOUN CITY,12/16/2019,1545,Tornado, ,0,0,0,10000,0,MS,CST-6, ,144955,C,13,MEG,0,0,Emergency Manager, ,2.61,60,3,SSW,2,SSE,CALHOUN CITY,33.815,-89.3471,33.8296,-89.3052,A short-lived tornado knocked down trees along County Road 481 south of Calhoun City. Peak wind estimated at 80 mph.,A stalled front was located across the Mid-South. A moist and unstable airmass was in place south of the stalled front across northeast Mississippi. A cold front moved across the Lower Mississippi Valley during the afternoon hours of December 16th and interacted with the moist and unstable airmass to produce severe storms across Northeast Mississippi including several tornadoes.,38
870578,LEE CO.,GUNTOWN,12/16/2019,1555,Tornado, ,0,0,0,10000,0,MS,CST-6, ,144955,C,81,MEG,0,0,NWS Storm Survey, ,2.23,80,4,SE,1,SW,CHAPELVILLE,34.4141,-88.6267,34.4329,-88.5948,"This brief, weak tornado damaged trees just north of the Natchez Trace Parkway to the southeast of Guntown. Peak winds were estimated at 70 mph.",A stalled front was located across the Mid-South. A moist and unstable airmass was in place south of the stalled front across northeast Mississippi. A cold front moved across the Lower Mississippi Valley during the afternoon hours of December 16th and interacted with the moist and unstable airmass to produce severe storms across Northeast Mississippi including several tornadoes.,41
865230,LINCOLN CO.,ENTERPRISE,12/16/2019,1604,Tornado, ,0,0,0,40000,0,MS,CST-6, ,144130,C,85,JAN,0,0,NWS Storm Survey, ,0.43,50,2,S,2,S,ENTERPRISE,31.4372,-90.3832,31.4391,-90.3763,"This weak brief tornado touched down near the intersection of Highway 583 and Pleasant Hill Road. Video of tornado moving across church parking lot was captured. Minor damage occurred to a wall of the church along with damage to the steeple. Near the church, a large tree was down on a home. Other tree limbs were down in the area as well.  Maximum winds were 75 mph. Total path length was .43 miles.","A well defined, positively-tilted trough existed across the Southern Plains and at the surface, a cold front was progressing across Arkansas and Louisiana, while an intensifying area of low pressure propagated northeast along the boundary. Discrete supercells developed in the morning on December 16 and moved northeast, spawning multiple strong tornadoes over northeast Louisiana and south Mississippi. These storms produced a total of 10 tornadoes.",42
870579,PRENTISS CO.,NEW SITE,12/16/2019,1614,Tornado, ,0,0,0,50000,0,MS,CST-6, ,144955,C,117,MEG,0,0,NWS Storm Survey, ,0.33,75,1,SW,1,WSW,NEW SITE,34.5566,-88.4382,34.5612,-88.4365,A brief tornado touched down near County Road 4101 and Mississippi Highway 4. Trees were knocked down. A barn roof was removed and there was damage to a carport and a few sheds. Peak winds were estimated at 80 mph.,A stalled front was located across the Mid-South. A moist and unstable airmass was in place south of the stalled front across northeast Mississippi. A cold front moved across the Lower Mississippi Valley during the afternoon hours of December 16th and interacted with the moist and unstable airmass to produce severe storms across Northeast Mississippi including several tornadoes.,43
870604,LAWRENCE CO.,NEW HAVEN,12/16/2019,1655,Tornado, ,0,0,0,15000,0,TN,CST-6, ,144980,C,99,OHX,0,0,NWS Storm Survey, ,3.76,25,2,SSE,2,ESE,DEERFIELD,35.269,-87.519,35.288,-87.457,"This EF-0 tornado touched down near the intersection of Buck Branch Rd and Piney Road where the front porch and part of the roof was ripped off one house. The toilet in the house was uplifted approximately one foot above the flooring with the plumbing still attached. No evidence of the house shifting on the foundation was found. As the tornado traveled northeastward, the tornado caused sporadic tree damage along Hood Road and collapsed a large farm outbuilding on Granddaddy Road. One house on Grandaddy Road also had a large number of shingles removed along with approximately ten pines uprooted. The tornado continued to damage and blow down trees until it crossed Kelso Road where an outbuilding sustained roof damage. The tornado dissipated before it reached Shotwell Road.","A powerful late fall storm system moved across the eastern U.S. on December 16, 2019, bringing widespread severe thunderstorms and numerous tornadoes to the Gulf Coast states and Tennessee Valley. Across Middle Tennessee, a line of showers and thunderstorms moved across the area during the afternoon hours, bringing wind damage and two EF-0 tornadoes to counties near the Alabama border. Widespread heavy rainfall also caused flash flooding in many areas.",50
925303,LIMESTONE CO.,FOSTERS MILL,12/16/2019,1730,Tornado, ,0,0,0,0,0,AL,CST-6, ,143471,C,83,HUN,0,0,NWS Storm Survey, ,3.52,150,14,E,17,E,FOSTERS MILL,34.747,-87.181,34.7739,-87.1283,"The tornado touched down in Lawrence County, traveling over 14 miles and producing EF-2 damage before crossing the Tennessee River and entering Limestone County near Brigadoon Drive. At this location, a home on the river was observed to have metal roofing blown off. Additionally, hardwood trees were uprooted in the neighborhood. The tornado continued toward the Ripley Road and Batts Road. intersection where it caused minor roof damage to a single family home, uprooted trees, and destroyed a small shed. The tornado crossed Ripley Road where a couple more trees were uprooted and large branches were knocked down before it lifted near the southern area of Snake road.","During the late afternoon and evening hours, a broken line of severe thunderstorms pushed rapidly east across north Alabama.  The thunderstorms produced at least (6) tornadoes, numerous reports of wind damage and a couple reports of large hail in north Alabama.",59
870614,MARSHALL CO.,YELL,12/16/2019,1741,Tornado, ,0,0,0,15000,0,TN,CST-6, ,144980,C,117,OHX,0,0,NWS Storm Survey, ,3.45,50,1,WSW,1,W,LUNA,35.361,-86.823,35.371,-86.763,This EF-0 tornado touched down along Hatchet Hollow Road and traveled eastward uprooting trees sporadically. Tree damage was more significant along Yell Road where a 50 yard section of a tree line was uprooted or snapped. The tornado collapsed an outbuilding on Bivins Road and removed a large number of shingles on a house. A nearby metal carport had the metal roofing and siding removed as well before the tornado lifted prior to crossing Monte Murrey Road.,"A powerful late fall storm system moved across the eastern U.S. on December 16, 2019, bringing widespread severe thunderstorms and numerous tornadoes to the Gulf Coast states and Tennessee Valley. Across Middle Tennessee, a line of showers and thunderstorms moved across the area during the afternoon hours, bringing wind damage and two EF-0 tornadoes to counties near the Alabama border. Widespread heavy rainfall also caused flash flooding in many areas.",60
865559,LINCOLN CO.,CASH PT,12/16/2019,1750,Tornado, ,0,0,0,0,0,TN,CST-6, ,143472,C,103,HUN,0,0,NWS Storm Survey, ,3.2,50,1,SSW,2,S,BLANCHE,35.0106,-86.8261,35.0176,-86.7714,"A small, weak tornado occurred in extreme southwestern Lincoln County, just northeast of Ardmore. There is a consistent path of recently-damaged trees, along with a personal |report from a resident in the area.  Evidence of a tornado began along Henry Bayless Road northeast of Ardmore. There are several recently-uprooted trees in a stand of trees north of Highway 110, and minor, superficial damage to a single family home along the western side of the road. The homeowner confirmed the date of the damage. Further east, along Asa Smith Road, there were a few trees uprooted and a few large branches snapped. Similar damage continued along You Take It Road north of the intersection with Piller Road. The path diminishes near Old Baptist Road with evidence of only a few broken smaller branches, and no further damage could be found to the east along Jones Road.","During the evening hours, a broken line of severe thunderstorms pushed rapidly east across southern middle Tennessee.  The thunderstorms produced several reports of wind damage and one EF-0 tornado in Lincoln County.",61
865246,MADISON CO.,MT LEVENTOV,12/16/2019,1805,Tornado, ,0,0,0,0,0,AL,CST-6, ,143471,C,89,HUN,0,0,NWS Storm Survey, ,3.16,37,1,SSW,1,N,MERIDIANVILLE,34.8593,-86.6252,34.8622,-86.5706,"A tornado developed northeast of Liberty Hill Road, downing numerous trees in a wooded area on a farm. From there, it approached Monroe Road, with sporadic tree damage noted through the Spencer Lake and Spencer Estates Subdivisions. Minor roof damage was noted to a couple of homes in Spencer Lake, with one home on Madelyn Drive sustaining moderate roof damage, spraying shingles and debris northeast into a field. It was at this point that the tornado was rated EF-0, with wind speeds of 80 mph. Additional minor tree and roof damage was noted in Spencer Estates, uprooting a large magnolia tree. The tornado moved toward U.S. Highway 231 and damaging a billboard before dissipating on the east side of the highway.","During the late afternoon and evening hours, a broken line of severe thunderstorms pushed rapidly east across north Alabama.  The thunderstorms produced at least (6) tornadoes, numerous reports of wind damage and a couple reports of large hail in north Alabama.",64
869158,HALE CO.,HOGGLESVILLE,12/16/2019,2103,Tornado, ,0,0,0,0,0,AL,CST-6, ,144727,C,65,BMX,0,0,NWS Storm Survey, ,1.52,220,6,SSW,5,S,HOGGLESVILLE,32.7695,-87.4927,32.7832,-87.4723,"National Weather Service meteorologists surveyed damage in eastern Hale County and determined that it was consistent with an EF0 tornado, with maximum sustained winds near 75 mph.||The tornado touched down along County Road 32 in eastern Hale County where a few pine trees were uprooted. The tornado tracked northeast and crossed into Perry County about one-half mile south of Massengale Road.","A very warm and moist air mass developed over Central Alabama on Monday, December 16th. Afternoon temperatures warmed into the lower and middle 70s, which was 15 to 20 degrees above normal for the middle of December. A surface low tracked north of Alabama Monday night and pushed a strong cold across the state. Several bands of strong to severe storms developed across Mississippi during the afternoon and moved into west Alabama that evening. Most of the severe weather damage across Central Alabama was associated with a long track supercell that started in Mississippi and tracked into southwest Alabama. The supercell entered southern Sumter County and tracked northeast to Shelby County.",69
